# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.308634281158447266e-01 6.492222100496292114e-02 3.527829647064208984e-01 1.288690865039825439e-01 6.492222100496292114e-02 3.527829647064208984e-01
1.000000000000000000e+03 5.582690937444567680e-04 3.740381798706948757e-04 2.461756812408566475e-04 4.049345152452588081e-04 3.740381798706948757e-04 2.461756812408566475e-04
2.000000000000000000e+03 1.851642882684245706e-04 3.680240115500055254e-05 3.137672683806158602e-05 1.351251266896724701e-04 3.680240115500055254e-05 3.137672683806158602e-05
3.000000000000000000e+03 5.428331132861785591e-05 2.773807409539585933e-06 5.699106168322032318e-06 3.995614315499551594e-05 2.773807409539585933e-06 5.699106168322032318e-06
4.000000000000000000e+03 3.482293686829507351e-05 1.442088660041918047e-06 4.459308911464177072e-06 2.632724317663814873e-05 1.442088660041918047e-06 4.459308911464177072e-06
5.000000000000000000e+03 2.179774492105934769e-05 6.727458981004019734e-07 1.498710048508655746e-06 1.642850111238658428e-05 6.727458981004019734e-07 1.498710048508655746e-06
6.000000000000000000e+03 1.681733192526735365e-05 5.307445576363534201e-07 1.171904500552045647e-06 1.229567988048074767e-05 5.307445576363534201e-07 1.171904500552045647e-06
7.000000000000000000e+03 1.342358245892683044e-05 5.041918029746739194e-07 8.717462378626805730e-07 1.024678749672602862e-05 5.041918029746739194e-07 8.717462378626805730e-07
8.000000000000000000e+03 1.118674481404013932e-05 4.492055722948862240e-07 7.419385497087205295e-07 8.320628694491460919e-06 4.492055722948862240e-07 7.419385497087205295e-07
9.000000000000000000e+03 1.241279278474394232e-05 9.250691732631821651e-07 7.696684178881696425e-07 1.035229979606810957e-05 9.250691732631821651e-07 7.696684178881696425e-07
1.000000000000000000e+04 8.690621143614407629e-06 4.180010364507324994e-07 6.007747970215859823e-07 6.460524218709906563e-06 4.180010364507324994e-07 6.007747970215859823e-07
1.100000000000000000e+04 7.905940037744585425e-06 4.074927346664480865e-07 5.320683840182027780e-07 5.947729277977487072e-06 4.074927346664480865e-07 5.320683840182027780e-07
1.200000000000000000e+04 7.329025720537174493e-06 3.918692641491361428e-07 4.928722319164080545e-07 5.540326128539163619e-06 3.918692641491361428e-07 4.928722319164080545e-07
1.300000000000000000e+04 2.493600550224073231e-05 1.929463905980810523e-05 2.022768785536754876e-05 1.854822221503127366e-05 1.929463905980810523e-05 2.022768785536754876e-05
1.400000000000000000e+04 6.510066214104881510e-06 3.559209176273725461e-07 4.404990363582328428e-07 4.945064119965536520e-06 3.559209176273725461e-07 4.404990363582328428e-07
1.500000000000000000e+04 6.165184004203183576e-06 3.466446401034772862e-07 4.066566248184244614e-07 4.735185484605608508e-06 3.466446401034772862e-07 4.066566248184244614e-07
1.600000000000000000e+04 6.286722964432556182e-06 3.838154896129708504e-07 3.888933974849351216e-07 4.684428404289064929e-06 3.838154896129708504e-07 3.888933974849351216e-07
1.700000000000000000e+04 5.627206519420724362e-06 3.206567669167270651e-07 3.614415788888436509e-07 4.365309905551839620e-06 3.206567669167270651e-07 3.614415788888436509e-07
1.800000000000000000e+04 8.062717824941501021e-06 8.207820201278082095e-07 4.656822909510083264e-07 5.905391390115255490e-06 8.207820201278082095e-07 4.656822909510083264e-07
1.900000000000000000e+04 5.618157047138083726e-06 3.620936581683054101e-07 3.742783576399233425e-07 4.137880296184448525e-06 3.620936581683054101e-07 3.742783576399233425e-07
2.000000000000000000e+04 3.594029476516880095e-05 7.465273483830969781e-06 2.169959543607546948e-06 2.943107938335742801e-05 7.465273483830969781e-06 2.169959543607546948e-06
2.000000000000000000e+04 3.594029476516880095e-05 7.465273483830969781e-06 2.169959543607546948e-06 2.943107938335742801e-05 7.465273483830969781e-06 2.169959543607546948e-06
2.100000000000000000e+04 1.121780201174260583e-06 1.502731095115450444e-07 2.608365790024436137e-08 1.050822902470827103e-06 1.502731095115450444e-07 2.608365790024436137e-08
2.200000000000000000e+04 1.072666236723307520e-06 1.425991342784982407e-07 2.836692303276322491e-08 1.004088858280738350e-06 1.425991342784982407e-07 2.836692303276322491e-08
2.300000000000000000e+04 1.036437765833397862e-06 1.371787021753334557e-07 3.063169273787025304e-08 9.685796840130933560e-07 1.371787021753334557e-07 3.063169273787025304e-08
2.400000000000000000e+04 1.005622380034765229e-06 1.327590126720679109e-07 3.294702111134029110e-08 9.373670195600425359e-07 1.327590126720679109e-07 3.294702111134029110e-08
2.500000000000000000e+04 9.760677812664653175e-07 1.288446895841843798e-07 3.560662520385449170e-08 9.066291681847360451e-07 1.288446895841843798e-07 3.560662520385449170e-08
2.600000000000000000e+04 9.553147037877351977e-07 1.263473734525177861e-07 3.772978018901085306e-08 8.844373269312200136e-07 1.263473734525177861e-07 3.772978018901085306e-08
2.700000000000000000e+04 9.380483447785081808e-07 1.244623177854009555e-07 3.993613617581104336e-08 8.653122449686634354e-07 1.244623177854009555e-07 3.993613617581104336e-08
2.800000000000000000e+04 9.216973921866156161e-07 1.228072505909949541e-07 4.172100531718569982e-08 8.470124726045469288e-07 1.228072505909949541e-07 4.172100531718569982e-08
2.900000000000000000e+04 9.099080102714651730e-07 1.216170062434684951e-07 4.276473219988474739e-08 8.338190582435345277e-07 1.216170062434684951e-07 4.276473219988474739e-08
3.000000000000000000e+04 9.016809485729027074e-07 1.209149473879733705e-07 4.402186704055566224e-08 8.240656939051405061e-07 1.209149473879733705e-07 4.402186704055566224e-08
3.100000000000000000e+04 8.958467105912859552e-07 1.204456339110038243e-07 4.477169568417593837e-08 8.172602292688679881e-07 1.204456339110038243e-07 4.477169568417593837e-08
3.200000000000000000e+04 8.914906288737256546e-07 1.200347412577684736e-07 4.521211138808212127e-08 8.122822237055515870e-07 1.200347412577684736e-07 4.521211138808212127e-08
3.300000000000000000e+04 8.880613222572719678e-07 1.196527392721691285e-07 4.540173037526074040e-08 8.084954856713011395e-07 1.196527392721691285e-07 4.540173037526074040e-08
3.400000000000000000e+04 8.852412065607495606e-07 1.193357377360371174e-07 4.543483811403348227e-08 8.054751674535509665e-07 1.193357377360371174e-07 4.543483811403348227e-08
3.500000000000000000e+04 8.828495765555999242e-07 1.189548584079602733e-07 4.534130226829802268e-08 8.030556273297406733e-07 1.189548584079602733e-07 4.534130226829802268e-08
